#OTUID	taxonomy	USEARCH	SINTAX	UTAX
1210	UDB020706;k:Fungi,p:Basidiomycota,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia restricta	UDB020706;tax=k:Fungi,p:Basidiomycota,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia restricta (100.0)	k:Fungi	k:Fungi,p:Basidiomycota,o:Malasseziales
1214	JN868118;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Amphisphaeriaceae,g:Pestalotiopsis	JN868118;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Amphisphaeriaceae,g:Pestalotiopsis (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Amphisphaeriaceae,g:Pestalotiopsis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Amphisphaeriaceae
1215	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (95.9)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
1216	HM037956;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces aculeatus	HM037956;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces aculeatus (99.7)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae
1217	KJ867219;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	KJ867219;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (98.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes
1218	SINTAX;k:Fungi	KC965179;tax=k:Fungi (79.9)	k:Fungi	k:Fungi
1220	UTAX;k:Fungi,p:Ascomycota	HQ608016;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola (93.8)	k:Fungi	k:Fungi,p:Ascomycota
1221	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (92.4)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
1222	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	KP101184;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia terricola (91.9)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
1223	SINTAX;k:Fungi,p:Ascomycota	AM921746;tax=k:Fungi,p:Ascomycota (83.9)	k:Fungi,p:Ascomycota	k:Fungi
1227	FJ515608;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Calophoma,s:Calophoma complanata	FJ515608;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Calophoma,s:Calophoma complanata (99.6)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Calophoma,s:Calophoma complanata	k:Fungi,p:Ascomycota,c:Dothideomycetes
1228	SINTAX;k:Fungi,p:Ascomycota	KF128767;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (89.7)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1229	SINTAX;k:Fungi	KT323179;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Phomopsis (70.5)	k:Fungi	k:Fungi
1231	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	GU911102;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (82.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi
1232	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (95.1)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota,c:Sordariomycetes
1233	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	GQ203787;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia minipascua (96.3)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes
1235	SINTAX;k:Fungi,p:Ascomycota	AM921746;tax=k:Fungi,p:Ascomycota (84.0)	k:Fungi,p:Ascomycota	k:Fungi
1236	SINTAX;k:Fungi,p:Ascomycota	HM240822;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes (93.0)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1238	SINTAX;k:Fungi	KU883299;tax=k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus,s:Cryptococcus flavus (91.1)	k:Fungi	k:Fungi
1240	SINTAX;k:Fungi	* (*)	k:Fungi	*
1242	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	KF128767;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (91.1)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
1243	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (90.1)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
1244	SINTAX;k:Fungi,p:Ascomycota	GU911102;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (83.7)	k:Fungi,p:Ascomycota	k:Fungi
1249	JN206070;k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor flavus	JN206070;tax=k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor flavus (100.0)	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae	k:Fungi,p:Zygomycota,o:Mucorales,f:Mucoraceae
1250	UTAX;k:Fungi,p:Ascomycota	FJ449909;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales (94.2)	k:Fungi	k:Fungi,p:Ascomycota
1252	KF698741;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia	KF698741;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia (99.3)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae
1254	KF428672;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae	KF428672;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
1255	SINTAX;k:Protista,p:Cercozoa	JQ666759;tax=k:Protista,p:Cercozoa (78.1)	k:Protista,p:Cercozoa	k:Protista
1256	FJ237134;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Kurtzmanomyces	FJ237134;tax=k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Kurtzmanomyces (97.9)	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Kurtzmanomyces
1257	HM030633;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium	HM030633;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium (99.6)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
1259	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Didymella,s:Didymella fabae	FM180034;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Didymella,s:Didymella fabae (96.8)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Didymella,s:Didymella fabae	k:Fungi,p:Ascomycota,c:Dothideomycetes
1260	SINTAX;k:Fungi,p:Ascomycota	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (88.9)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1261	FJ571478;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Phomopsis	FJ571478;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Phomopsis (100.0)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Phomopsis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae
1264	UTAX;k:Fungi,p:Ascomycota	JX076984;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha (88.9)	k:Fungi	k:Fungi,p:Ascomycota
1267	SINTAX;k:Fungi,p:Basidiomycota	* (*)	k:Fungi,p:Basidiomycota	*
1269	SINTAX;k:Plantae	KF800680;tax=k:Plantae (95.9)	k:Plantae	k:Plantae
1271	DQ389665;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella potteri	DQ389665;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella potteri (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella potteri	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae
1273	SINTAX;k:Fungi,p:Ascomycota	GQ203787;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia minipascua (95.1)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1274	EU711180;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metarhizium	EU711180;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metarhizium (100.0)	k:Fungi,p:Ascomycota	k:Fungi
1276	SINTAX;k:Fungi,p:Ascomycota	DQ351500;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,g:Meliniomyces,s:Meliniomyces bicolor (83.4)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1277	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Dichostereum,s:Dichostereum durum	AF506429;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Dichostereum,s:Dichostereum durum (96.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Dichostereum,s:Dichostereum durum	k:Fungi,p:Basidiomycota,c:Agaricomycetes
1279	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	FN392296;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia (93.8)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
1281	SINTAX;k:Fungi	KM285314;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Sphaerellopsis,s:Sphaerellopsis filum (79.1)	k:Fungi	k:Fungi
1283	UTAX;k:Fungi,p:Ascomycota	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (89.4)	k:Fungi	k:Fungi,p:Ascomycota
1285	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	EF197081;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata (91.8)	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora longicaudata	k:Fungi,p:Ascomycota
1292	SINTAX;k:Fungi,p:Ascomycota	JX076984;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha (92.0)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1293	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	GU327476;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales (95.9)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota
1297	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	FJ752611;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (95.5)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes
1298	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (93.8)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
1301	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes	U57672;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium chrysogenum (70.9)	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi
1305	SINTAX;k:Fungi	* (*)	k:Fungi	*
1306	SINTAX;k:Fungi,p:Ascomycota	KX621286;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae,g:Thelebolus (94.1)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1308	GU212389;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora	GU212389;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora (97.9)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
1309	SINTAX;k:Fungi	KP335610;tax=k:Fungi (82.1)	k:Fungi	k:Fungi
1310	SINTAX;k:Fungi,p:Ascomycota	AM921746;tax=k:Fungi,p:Ascomycota (83.8)	k:Fungi,p:Ascomycota	k:Fungi
1315	SINTAX;k:Fungi	* (*)	k:Fungi	*
1316	SINTAX;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	KR232375;tax=k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Starmerella (96.6)	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
1318	SINTAX;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus immersus	AJ271628;tax=k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus immersus (96.2)	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus immersus	k:Fungi,p:Ascomycota,c:Pezizomycetes
1319	SINTAX;k:Fungi	* (*)	k:Fungi	*
1324	SINTAX;k:Fungi	KJ574217;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Plenodomus,s:Plenodomus biglobosus (89.5)	k:Fungi	k:Fungi
1331	SINTAX;k:Fungi	KC965839;tax=k:Fungi (91.5)	k:Fungi	k:Fungi
1332	UTAX;k:Fungi,p:Ascomycota	DQ068349;tax=k:Fungi (93.1)	k:Fungi	k:Fungi,p:Ascomycota
1334	SINTAX;k:Fungi	* (*)	k:Fungi	*
1335	HQ829414;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	HQ829414;tax=k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae (99.7)	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae
1336	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	FJ820759;tax=k:Fungi (99.0)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
1338	SINTAX;k:Fungi	* (*)	k:Fungi	k:Fungi
1340	SINTAX;k:Fungi	* (*)	k:Fungi	*
1341	UTAX;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae	AB520439;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales (100.0)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales,f:Leucosporidiaceae
1349	SINTAX;k:Fungi	* (*)	k:Fungi	*
1352	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	JX135629;tax=k:Fungi (92.5)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes
1361	SINTAX;k:Fungi	JX076984;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha (88.5)	k:Fungi	k:Fungi
1363	UTAX;k:Fungi,p:Ascomycota	KX776967;tax=k:Fungi (100.0)	k:Fungi	k:Fungi,p:Ascomycota
1364	SINTAX;k:Fungi	EF505521;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae (85.7)	k:Fungi	k:Fungi
1368	SINTAX;k:Fungi	KP897725;tax=k:Fungi (91.4)	k:Fungi	k:Fungi
1371	SINTAX;k:Fungi	GU187862;tax=k:Fungi (94.2)	k:Fungi	k:Fungi
1372	SINTAX;k:Fungi	* (*)	k:Fungi	*
1379	JF747136;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala psychrophila	JF747136;tax=k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala psychrophila (99.3)	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
1380	SINTAX;k:Fungi	* (*)	k:Fungi	k:Fungi
1384	SINTAX;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	HQ608095;tax=k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Rutstroemiaceae,g:Rutstroemia (93.1)	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes
1385	FJ820658;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Limonomyces	FJ820658;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Limonomyces (99.7)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Limonomyces	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae
1386	JN698875;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium	JN698875;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium (97.6)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium	k:Fungi,p:Ascomycota,c:Dothideomycetes
1388	JX042764;k:Fungi,p:Basidiomycota,c:Microbotryomycetes	JX042764;tax=k:Fungi,p:Basidiomycota,c:Microbotryomycetes (99.3)	k:Fungi,p:Basidiomycota,c:Microbotryomycetes	k:Fungi,p:Basidiomycota,c:Microbotryomycetes
1389	UTAX;k:Fungi,p:Ascomycota	GU911277;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales (93.8)	k:Fungi	k:Fungi,p:Ascomycota
1390	SINTAX;k:Fungi,p:Ascomycota	KR909168;tax=k:Fungi,p:Ascomycota,g:Veronaea (96.9)	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
1391	UTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	FJ362332;tax=k:Fungi (97.6)	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes
1394	SINTAX;k:Fungi,p:Ascomycota,c:Sordariomycetes	JF432962;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales (92.3)	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota
1397	FJ820509;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	FJ820509;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora (100.0)	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora
1398	SINTAX;k:Fungi	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (85.4)	k:Fungi	k:Fungi
1399	SINTAX;k:Fungi	AB918034;tax=k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales (77.8)	k:Fungi	*
1400	JN712456;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dacampiaceae,g:Teichospora,s:Teichospora grandicipis	JN712456;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dacampiaceae,g:Teichospora,s:Teichospora grandicipis (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dacampiaceae,g:Teichospora,s:Teichospora grandicipis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
1402	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	DQ458906;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Plenodomus,s:Plenodomus biglobosus (89.2)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi
1403	SINTAX;k:Fungi	KJ574217;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae,g:Plenodomus,s:Plenodomus biglobosus (87.2)	k:Fungi	k:Fungi
1404	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	JX076984;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia polymorpha (90.7)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
1406	UTAX;*	* (*)		*
1407	SINTAX;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Spiculogloeales,f:Spiculogloeaceae,g:Phyllozyma,s:Phyllozyma linderae	AF444582;tax=k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Spiculogloeales,f:Spiculogloeaceae,g:Phyllozyma,s:Phyllozyma linderae (85.3)	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Spiculogloeales,f:Spiculogloeaceae,g:Phyllozyma,s:Phyllozyma linderae	k:Fungi,p:Basidiomycota
1408	JQ796854;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Ramalinaceae,g:Bacidia,s:Bacidia delicata	JQ796854;tax=k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Ramalinaceae,g:Bacidia,s:Bacidia delicata (97.7)	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Ramalinaceae,g:Bacidia,s:Bacidia delicata	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales,f:Ramalinaceae
1409	SINTAX;k:Fungi,p:Ascomycota,c:Pezizomycetes	GQ922553;tax=k:Fungi,p:Ascomycota,c:Pezizomycetes (95.0)	k:Fungi,p:Ascomycota,c:Pezizomycetes	k:Fungi,p:Ascomycota,c:Pezizomycetes
1410	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes	EU480250;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes (90.8)	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
1411	FJ236017;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Drechslera	FJ236017;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Drechslera (100.0)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Drechslera	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae
1412	EU168110;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	EU168110;tax=k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis (100.0)	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
1413	SINTAX;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	EF505592;tax=k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae (95.2)	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes
